query_id,strategy,config_id,condition_id,context_tokens,prompt_tokens,completion_tokens,total_tokens,generation_cost_usd,query_embedding_seconds,search_seconds,assembly_seconds,generation_seconds,end_to_end_seconds,generated_at_utc,generation_model,prompt_sha256
q4eu_022,hierarchical,hier_paragraph,no_enrichment,746,973,1055,2028,0.00235325,0.28637462499318644,0.00010308299533789977,0.00037883400364080444,12.381749542000762,12.668606083992927,2026-07-18T16:26:55.206675+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_023,hierarchical,hier_paragraph,no_enrichment,873,1114,995,2109,0.0022685,0.2610218330009957,0.00010558299982221797,0.0004012499994132668,21.04589891700016,21.30742758300039,2026-07-18T16:28:15.390799+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_024,hierarchical,hier_paragraph,no_enrichment,1063,1284,1199,2483,0.002719,0.30063533300562995,0.00010637500236043707,0.000556207996851299,15.638893666997319,15.94019158300216,2026-07-18T16:30:06.600276+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_025,hierarchical,hier_paragraph,no_enrichment,1080,1301,1441,2742,0.00292565,0.7125357920012902,0.00010333299724152312,0.0004672499999287538,23.644035208999412,24.357141583997873,2026-07-18T16:31:35.870946+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_026,hierarchical,hier_paragraph,no_enrichment,1196,1418,1556,2974,0.0034665,0.2757571670008474,0.00010416699660709128,0.000520583002071362,49.81412204099615,50.09050395799568,2026-07-18T16:33:13.616900+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_027,hierarchical,hier_paragraph,no_enrichment,1187,1410,1715,3125,0.0037825,0.3055347920017084,0.00010354199912399054,0.00057366699911654,24.171822374999465,24.478034375999414,2026-07-18T16:34:47.682652+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_028,hierarchical,hier_paragraph,no_enrichment,1377,1604,2034,3638,0.004469,0.2971704579977086,0.0001017500035231933,0.0005634580011246726,23.84228487499786,24.140120541000215,2026-07-18T16:36:19.522252+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_029,hierarchical,hier_paragraph,no_enrichment,281,509,900,1409,0.00192725,0.2504376670040074,0.00010391700197942555,0.00014520799595629796,12.074232166996808,12.324918958998751,2026-07-18T16:37:44.235345+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_030,hierarchical,hier_paragraph,no_enrichment,990,1232,1116,2348,0.00254,0.2727662919933209,0.00010208300227532163,0.0003612909931689501,12.743504542006121,13.016734207994887,2026-07-18T16:39:18.007759+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_031,hierarchical,hier_paragraph,no_enrichment,1013,1232,290,1522,0.000888,0.2917508749960689,0.0001046659963321872,0.0005375420005293563,4.452153957994597,4.744547040987527,2026-07-18T16:40:17.457430+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_032,hierarchical,hier_paragraph,no_enrichment,438,659,680,1339,0.00152475,0.40325108300021384,0.00010366700007580221,0.0002234999992651865,8.660620167000161,9.064198416999716,2026-07-18T16:41:06.452062+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_033,hierarchical,hier_paragraph,no_enrichment,761,986,1214,2200,0.0026745,0.4055772500068997,0.00011370799620635808,0.0003970420002588071,13.542996874995879,13.949084874999244,2026-07-18T16:42:03.622742+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_034,hierarchical,hier_paragraph,no_enrichment,661,881,492,1373,0.00120425,0.28061612500459887,0.00011195800470886752,0.00027933299861615524,9.417561499998556,9.69856891600648,2026-07-18T16:43:23.156243+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_035,hierarchical,hier_paragraph,no_enrichment,916,1147,935,2082,0.00215675,0.29063350000069477,0.00010308399942005053,0.00031112500437302515,20.139073250000365,20.430120959004853,2026-07-18T16:44:20.043024+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_036,hierarchical,hier_paragraph,no_enrichment,484,714,279,993,0.0007365,0.3328406669970718,0.00010304099851055071,0.000219083005504217,4.617000915997778,4.950163706998865,2026-07-18T16:45:18.042626+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_037,hierarchical,hier_paragraph,no_enrichment,769,1010,545,1555,0.0013425,0.30628983300266555,0.00010787499923026189,0.0003076659995713271,7.3577771250056685,7.664482499007136,2026-07-18T16:45:55.426240+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_038,hierarchical,hier_paragraph,no_enrichment,786,1022,1053,2075,0.0023615,0.26053487500030315,0.0001066249969881028,0.00029783399804728106,13.513246416994662,13.77418575099,2026-07-18T16:46:47.859084+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_039,hierarchical,hier_paragraph,no_enrichment,433,651,1113,1764,0.00238875,0.2933194579964038,0.00010466700041433796,0.00020475000201258808,12.970842875001836,13.264471750000666,2026-07-18T16:47:58.103880+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_040,hierarchical,hier_paragraph,no_enrichment,569,793,839,1632,0.00187625,0.2580765840029926,0.00010195800132350996,0.00025379200087627396,9.889874583001074,10.148306917006266,2026-07-18T16:49:10.603503+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_041,hierarchical,hier_paragraph,no_enrichment,777,1014,1346,2360,0.0029455,0.2940686250003637,0.00010049999400507659,0.00040458400326315314,16.70013879200269,16.994712501000322,2026-07-18T16:50:29.063987+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_042,hierarchical,hier_paragraph,no_enrichment,658,887,638,1525,0.00149775,0.25497570900188293,0.00010054199810838327,0.0002947089960798621,16.786629333997553,17.042000293993624,2026-07-18T16:51:59.778181+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_043,hierarchical,hier_paragraph,no_enrichment,487,716,712,1428,0.001603,0.2933975839987397,0.00010062499495688826,0.00020508300076471642,13.024104042000545,13.317807333995006,2026-07-18T16:52:56.694430+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_044,hierarchical,hier_paragraph,no_enrichment,357,585,955,1540,0.00205625,0.3125980830009212,0.00010350000229664147,0.00016725000023143366,11.491492916997231,11.80436175000068,2026-07-18T16:53:55.487383+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_045,hierarchical,hier_paragraph,no_enrichment,479,708,617,1325,0.001411,0.2606736669986276,0.0001012920038192533,0.00021304099936969578,7.8155116670022835,8.0764996670041,2026-07-18T16:54:42.023648+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_046,hierarchical,hier_paragraph,no_enrichment,403,628,694,1322,0.001545,0.2691961669988814,0.00010020800255006179,0.00021954200201435015,11.965796874996158,12.235312791999604,2026-07-18T16:55:27.336136+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_047,hierarchical,hier_paragraph,no_enrichment,444,669,245,914,0.00065725,0.29417883299902314,0.0001049170023179613,0.00021749999723397195,4.299927375002881,4.594428625001456,2026-07-18T16:56:32.369087+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_048,hierarchical,hier_paragraph,no_enrichment,329,593,452,1045,0.00105225,0.274485874993843,0.0001033750013448298,0.00015345800056820735,6.792811332998099,7.067554040993855,2026-07-18T16:57:02.410805+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_049,hierarchical,hier_paragraph,no_enrichment,539,782,405,1187,0.0010055,0.35996595799952047,0.00010191599722020328,0.00024041599681368098,7.830771207998623,8.191079497992177,2026-07-18T16:57:46.255895+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_050,hierarchical,hier_paragraph,no_enrichment,372,604,242,846,0.000635,0.29045591699832585,0.00010533300519455224,0.00021120900055393577,3.0330489160041907,3.323821375008265,2026-07-18T16:58:12.521189+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_051,hierarchical,hier_paragraph,no_enrichment,406,633,395,1028,0.00094825,0.24904183300532168,0.00010099999781232327,0.00020366699754958972,5.7294432500057155,5.978789750006399,2026-07-18T16:58:44.567554+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_052,hierarchical,hier_paragraph,no_enrichment,463,693,643,1336,0.00145925,0.2582950830037589,0.00010487500549061224,0.00022891700064064935,8.493109916998947,8.751738792008837,2026-07-18T16:59:20.308602+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_053,hierarchical,hier_paragraph,no_enrichment,442,672,906,1578,0.00198,0.3841507079996518,0.00010191599722020328,0.00022337499831337482,8.941839541999798,9.326315540994983,2026-07-18T17:00:00.247661+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_054,hierarchical,hier_paragraph,no_enrichment,488,727,692,1419,0.00156575,0.2871404999968945,0.00010141700477106497,0.00023666699416935444,7.523611083001015,7.81108966699685,2026-07-18T17:00:37.527337+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_055,hierarchical,hier_paragraph,no_enrichment,427,663,757,1420,0.00167975,0.25881541700073285,0.00010149999434361234,0.00022537499899044633,9.435528166999575,9.694670458993642,2026-07-18T17:01:24.133538+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_056,hierarchical,hier_paragraph,no_enrichment,363,595,805,1400,0.00175875,0.2864618329986115,0.00010141699749510735,0.0002013749981415458,8.655648334002763,8.94241295899701,2026-07-18T17:01:58.212890+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_057,hierarchical,hier_paragraph,no_enrichment,497,735,483,1218,0.00114975,0.27506512500258395,0.00010112499876413494,0.00022762500157114118,6.673452040995471,6.94884591599839,2026-07-18T17:02:44.877358+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_058,hierarchical,hier_paragraph,no_enrichment,363,627,593,1220,0.00134275,0.25489679200109094,0.00010020899935625494,0.00018179099424742162,7.3624342500042985,7.617613041998993,2026-07-18T17:03:17.676283+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_059,hierarchical,hier_paragraph,no_enrichment,457,698,417,1115,0.0010085,0.41373229199962225,0.00010095799370901659,0.0002528750046622008,8.07712820800225,8.491214333000244,2026-07-18T17:03:51.058023+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_060,hierarchical,hier_paragraph,no_enrichment,490,718,849,1567,0.0018775,0.3090769159971387,0.00010270799975842237,0.00022112499573267996,8.214264290996653,8.523665039989282,2026-07-18T17:04:22.494215+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_061,hierarchical,hier_paragraph,no_enrichment,449,687,390,1077,0.00095175,0.39743825000186916,0.00010170799941988662,0.00022708399774273857,5.0164184590030345,5.414185501002066,2026-07-18T17:05:00.550453+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_062,hierarchical,hier_paragraph,no_enrichment,319,553,655,1208,0.00144825,0.30297233299643267,0.0001013329965644516,0.00015966600039973855,7.215842290999717,7.519075622993114,2026-07-18T17:05:30.657144+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_063,hierarchical,hier_paragraph,no_enrichment,404,649,902,1551,0.00196625,0.3197944580024341,0.00010116700286744162,0.00018566699873190373,17.56456933300069,17.884650625004724,2026-07-18T17:06:13.871215+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_064,hierarchical,hier_paragraph,no_enrichment,424,655,460,1115,0.00108375,0.2624899579968769,0.00010199999815085903,0.00021020800340920687,5.8500008750052075,6.1128030410036445,2026-07-18T17:07:03.168632+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_065,hierarchical,hier_paragraph,no_enrichment,423,653,947,1600,0.00205725,0.26393204199848697,0.00010083300003316253,0.00021558300068136305,11.10396595900238,11.368214417001582,2026-07-18T17:07:46.030604+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_066,hierarchical,hier_paragraph,no_enrichment,436,665,206,871,0.00057825,0.26280866600427544,0.0001005000012810342,0.0001963339964277111,2.3058710000041174,2.5689765000061016,2026-07-18T17:08:31.799418+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_067,hierarchical,hier_paragraph,no_enrichment,640,889,1099,1988,0.00242025,0.2612722499980009,0.00010054200538434088,0.0003109169992967509,8.838384124996082,9.100067833998764,2026-07-18T17:09:00.146966+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_068,hierarchical,hier_paragraph,no_enrichment,763,990,673,1663,0.0015935,0.28508429099747445,0.00010108300193678588,0.00031345900060841814,8.51871341700462,8.804212250004639,2026-07-18T17:09:51.710729+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_069,hierarchical,hier_paragraph,no_enrichment,820,1045,483,1528,0.00122725,0.37000670799898217,0.00010275000386172906,0.00042504200246185064,6.034409833002428,6.404944333007734,2026-07-18T17:10:30.835537+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_070,hierarchical,hier_paragraph,no_enrichment,645,862,1080,1942,0.0023755,0.26462162500683917,0.00010383299377281219,0.00036874999932479113,8.440192166999623,8.70528637499956,2026-07-18T17:11:08.898578+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_071,hierarchical,hier_paragraph,no_enrichment,905,1128,1004,2132,0.00229,0.2866585000010673,0.00010037499305326492,0.0003631250001490116,18.574035208999703,18.861157208993973,2026-07-18T17:12:17.081039+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_072,hierarchical,hier_paragraph,no_enrichment,1392,1618,1028,2646,0.0021149,0.25685687500663335,0.00010195800132350996,0.0006816670065745711,9.378309082996566,9.635949583011097,2026-07-18T17:12:52.948318+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
